T;join
6.25;176
6.5;176
-6.5;177
-6.25;177
-6;177
-5.75;177
-5.5;177
-5.25;177
-5;177
-4.75;177
-4.5;177
-4.25;177
-4;177
-3.75;177
-3.5;177
-3.25;177
-3;177
-2.75;177
-2.5;177
-2.25;177
-2;177
-1.75;177
-1.5;177
-1.25;177
-1;177
-0.75;177
-0.5;177
-0.25;177
0;177
0.25;177
0.5;177
0.75;177
1;177
1.25;177
1.5;177
1.75;177
2;177
2.25;177
2.5;177
2.75;177
3;177
3.25;177
3.5;177
3.75;177
4;177
4.25;177
4.5;177
4.75;177
5;177
5.25;177
5.5;177
5.75;177
6;177
6.25;177
6.5;177
-6.5;178
-6.25;178
-6;178
-5.75;178
-5.5;178
-5.25;178
-5;178
-4.75;178
-4.5;178
-4.25;178
-4;178
-3.75;178
-3.5;178
-3.25;178
-3;178
-2.75;178
-2.5;178
-2.25;178
-2;178
-1.75;178
-1.5;178
-1.25;178
-1;178
-0.75;178
-0.5;178
-0.25;178
0;178
0.25;178
0.5;178
0.75;178
1;178
1.25;178
1.5;178
1.75;178
2;178
2.25;178
2.5;178
2.75;178
3;178
3.25;178
3.5;178
3.75;178
4;178
4.25;178
4.5;178
4.75;178
5;178
5.25;178
5.5;178
5.75;178
6;178
6.25;178
6.5;178
-6.5;179
-6.25;179
-6;179
-5.75;179
-5.5;179
-5.25;179
-5;179
-4.75;179
-4.5;179
-4.25;179
-4;179
-3.75;179
-3.5;179
-3.25;179
-3;179
-2.75;179
-2.5;179
-2.25;179
-2;179
-1.75;179
-1.5;179
-1.25;179
-1;179
-0.75;179
-0.5;179
-0.25;179
0;179
0.25;179
0.5;179
0.75;179
1;179
1.25;179
1.5;179
1.75;179
2;179
2.25;179
2.5;179
2.75;179
3;179
3.25;179
3.5;179
3.75;179
4;179
4.25;179
4.5;179
4.75;179
5;179
5.25;179
5.5;179
5.75;179
6;179
6.25;179
6.5;179
-6.5;180
-6.25;180
-6;180
-5.75;180
-5.5;180
-5.25;180
-5;180
-4.75;180
-4.5;180
-4.25;180
-4;180
-3.75;180
-3.5;180
-3.25;180
-3;180
-2.75;180
-2.5;180
-2.25;180
-2;180
-1.75;180
-1.5;180
-1.25;180
-1;180
-0.75;180
-0.5;180
-0.25;180
0;180
0.25;180
0.5;180
0.75;180
1;180
1.25;180
1.5;180
1.75;180
2;180
2.25;180
2.5;180
2.75;180
3;180
3.25;180
3.5;180
3.75;180
4;180
4.25;180
4.5;180
4.75;180
5;180
5.25;180
5.5;180
5.75;180
6;180
6.25;180
6.5;180
-6.5;181
-6.25;181
-6;181
-5.75;181
-5.5;181
-5.25;181
-5;181
-4.75;181
-4.5;181
-4.25;181
-4;181
-3.75;181
-3.5;181
-3.25;181
-3;181
-2.75;181
-2.5;181
-2.25;181
-2;181
-1.75;181
-1.5;181
-1.25;181
-1;181
-0.75;181
-0.5;181
-0.25;181
0;181
0.25;181
0.5;181
0.75;181
1;181
1.25;181
1.5;181
1.75;181
2;181
2.25;181
2.5;181
2.75;181
3;181
3.25;181
3.5;181
3.75;181
4;181
4.25;181
4.5;181
4.75;181
5;181
5.25;181
5.5;181
5.75;181
6;181
6.25;181
6.5;181
-6.5;182
-6.25;182
-6;182
-5.75;182
-5.5;182
-5.25;182
-5;182
-4.75;182
-4.5;182
-4.25;182
-4;182
-3.75;182
-3.5;182
-3.25;182
-3;182
-2.75;182
-2.5;182
-2.25;182
-2;182
-1.75;182
-1.5;182
-1.25;182
-1;182
-0.75;182
-0.5;182
-0.25;182
0;182
0.25;182
0.5;182
0.75;182
1;182
1.25;182
1.5;182
1.75;182
2;182
2.25;182
2.5;182
2.75;182
3;182
3.25;182
3.5;182
3.75;182
4;182
4.25;182
4.5;182
4.75;182
5;182
5.25;182
5.5;182
5.75;182
6;182
6.25;182
6.5;182
-6.5;183
-6.25;183
-6;183
-5.75;183
-5.5;183
-5.25;183
-5;183
-4.75;183
-4.5;183
-4.25;183
-4;183
-3.75;183
-3.5;183
-3.25;183
-3;183
-2.75;183
-2.5;183
-2.25;183
-2;183
-1.75;183
-1.5;183
-1.25;183
-1;183
-0.75;183
-0.5;183
-0.25;183
0;183
0.25;183
0.5;183
0.75;183
1;183
1.25;183
1.5;183
1.75;183
2;183
2.25;183
2.5;183
2.75;183
3;183
3.25;183
3.5;183
3.75;183
4;183
4.25;183
4.5;183
4.75;183
5;183
5.25;183
5.5;183
5.75;183
6;183
6.25;183
6.5;183
-6.5;184
-6.25;184
-6;184
-5.75;184
-5.5;184
-5.25;184
-5;184
-4.75;184
-4.5;184
-4.25;184
-4;184
-3.75;184
-3.5;184
-3.25;184
-3;184
-2.75;184
-2.5;184
-2.25;184
-2;184
-1.75;184
-1.5;184
-1.25;184
-1;184
-0.75;184
-0.5;184
-0.25;184
0;184
0.25;184
0.5;184
0.75;184
1;184
1.25;184
1.5;184
1.75;184
2;184
2.25;184
2.5;184
2.75;184
3;184
3.25;184
3.5;184
3.75;184
4;184
4.25;184
4.5;184
4.75;184
5;184
5.25;184
5.5;184
5.75;184
6;184
6.25;184
6.5;184
-6.5;185
-6.25;185
-6;185
-5.75;185
-5.5;185
-5.25;185
-5;185
-4.75;185
-4.5;185
-4.25;185
-4;185
-3.75;185
-3.5;185
-3.25;185
-3;185
-2.75;185
-2.5;185
-2.25;185
-2;185
-1.75;185
-1.5;185
-1.25;185
-1;185
-0.75;185
-0.5;185
-0.25;185
0;185
0.25;185
0.5;185
0.75;185
1;185
1.25;185
1.5;185
1.75;185
2;185
2.25;185
2.5;185
2.75;185
3;185
3.25;185
3.5;185
3.75;185
4;185
4.25;185
4.5;185
4.75;185
5;185
5.25;185
5.5;185
5.75;185
6;185
6.25;185
6.5;185
-6.5;186
-6.25;186
-6;186
-5.75;186
-5.5;186
-5.25;186
-5;186
-4.75;186
-4.5;186
-4.25;186
-4;186
-3.75;186
-3.5;186
-3.25;186
-3;186
-2.75;186
-2.5;186
-2.25;186
-2;186
-1.75;186
-1.5;186
-1.25;186
-1;186
-0.75;186
-0.5;186
-0.25;186
0;186
0.25;186
0.5;186
0.75;186
1;186
1.25;186
1.5;186
1.75;186
2;186
2.25;186
2.5;186
2.75;186
3;186
3.25;186
3.5;186
3.75;186
4;186
4.25;186
4.5;186
4.75;186
5;186
5.25;186
5.5;186
5.75;186
6;186
6.25;186
6.5;186
-6.5;187
-6.25;187
-6;187
-5.75;187
-5.5;187
-5.25;187
-5;187
-4.75;187
-4.5;187
-4.25;187
-4;187
-3.75;187
-3.5;187
-3.25;187
-3;187
-2.75;187
-2.5;187
-2.25;187
-2;187
-1.75;187
-1.5;187
-1.25;187
-1;187
-0.75;187
-0.5;187
-0.25;187
0;187
0.25;187
0.5;187
0.75;187
1;187
1.25;187
1.5;187
1.75;187
2;187
2.25;187
2.5;187
2.75;187
3;187
3.25;187
3.5;187
3.75;187
4;187
4.25;187
4.5;187
4.75;187
5;187
5.25;187
5.5;187
5.75;187
6;187
6.25;187
6.5;187
-6.5;188
-6.25;188
-6;188
-5.75;188
-5.5;188
-5.25;188
-5;188
-4.75;188
-4.5;188
-4.25;188
-4;188
-3.75;188
-3.5;188
-3.25;188
-3;188
-2.75;188
-2.5;188
-2.25;188
-2;188
-1.75;188
-1.5;188
-1.25;188
-1;188
-0.75;188
-0.5;188
-0.25;188
0;188
0.25;188
0.5;188
0.75;188
1;188
1.25;188
1.5;188
1.75;188
2;188
2.25;188
2.5;188
2.75;188
3;188
3.25;188
3.5;188
3.75;188
4;188
4.25;188
4.5;188
4.75;188
5;188
5.25;188
5.5;188
5.75;188
6;188
6.25;188
6.5;188
-6.5;189
-6.25;189
-6;189
-5.75;189
-5.5;189
-5.25;189
-5;189
-4.75;189
-4.5;189
-4.25;189
-4;189
-3.75;189
-3.5;189
-3.25;189
-3;189
-2.75;189
-2.5;189
-2.25;189
-2;189
-1.75;189
-1.5;189
-1.25;189
-1;189
-0.75;189
-0.5;189
-0.25;189
0;189
0.25;189
0.5;189
0.75;189
1;189
1.25;189
1.5;189
1.75;189
2;189
2.25;189
2.5;189
2.75;189
3;189
3.25;189
3.5;189
3.75;189
4;189
4.25;189
4.5;189
4.75;189
5;189
5.25;189
5.5;189
5.75;189
6;189
6.25;189
6.5;189
-6.5;190
-6.25;190
-6;190
-5.75;190
-5.5;190
-5.25;190
-5;190
-4.75;190
-4.5;190
-4.25;190
-4;190
-3.75;190
-3.5;190
-3.25;190
-3;190
-2.75;190
-2.5;190
-2.25;190
-2;190
-1.75;190
-1.5;190
-1.25;190
-1;190
-0.75;190
-0.5;190
-0.25;190
0;190
0.25;190
0.5;190
0.75;190
1;190
1.25;190
1.5;190
1.75;190
2;190
2.25;190
2.5;190
2.75;190
3;190
3.25;190
3.5;190
3.75;190
4;190
4.25;190
4.5;190
4.75;190
5;190
5.25;190
5.5;190
5.75;190
6;190
6.25;190
6.5;190
-6.5;191
-6.25;191
-6;191
-5.75;191
-5.5;191
-5.25;191
-5;191
-4.75;191
-4.5;191
-4.25;191
-4;191
-3.75;191
-3.5;191
-3.25;191
-3;191
-2.75;191
-2.5;191
-2.25;191
-2;191
-1.75;191
-1.5;191
-1.25;191
-1;191
-0.75;191
-0.5;191
-0.25;191
0;191
0.25;191
0.5;191
0.75;191
1;191
1.25;191
1.5;191
1.75;191
2;191
2.25;191
2.5;191
2.75;191
3;191
3.25;191
3.5;191
3.75;191
4;191
4.25;191
4.5;191
4.75;191
5;191
5.25;191
5.5;191
5.75;191
6;191
6.25;191
6.5;191
-6.5;192
-6.25;192
-6;192
-5.75;192
-5.5;192
-5.25;192
-5;192
-4.75;192
-4.5;192
-4.25;192
-4;192
-3.75;192
-3.5;192
-3.25;192
-3;192
-2.75;192
-2.5;192
-2.25;192
-2;192
-1.75;192
-1.5;192
-1.25;192
-1;192
-0.75;192
-0.5;192
-0.25;192
0;192
0.25;192
0.5;192
0.75;192
1;192
1.25;192
1.5;192
1.75;192
2;192
2.25;192
2.5;192
2.75;192
3;192
3.25;192
3.5;192
3.75;192
4;192
4.25;192
4.5;192
4.75;192
5;192
5.25;192
5.5;192
5.75;192
6;192
6.25;192
6.5;192
-6.5;193
-6.25;193
-6;193
-5.75;193
-5.5;193
-5.25;193
-5;193
-4.75;193
-4.5;193
-4.25;193
-4;193
-3.75;193
-3.5;193
-3.25;193
-3;193
-2.75;193
-2.5;193
-2.25;193
-2;193
-1.75;193
-1.5;193
-1.25;193
-1;193
-0.75;193
-0.5;193
-0.25;193
0;193
0.25;193
0.5;193
0.75;193
1;193
1.25;193
1.5;193
1.75;193
2;193
2.25;193
2.5;193
2.75;193
3;193
3.25;193
3.5;193
3.75;193
4;193
4.25;193
4.5;193
4.75;193
5;193
5.25;193
5.5;193
5.75;193
6;193
6.25;193
6.5;193
-6.5;194
-6.25;194
-6;194
-5.75;194
-5.5;194
-5.25;194
-5;194
-4.75;194
-4.5;194
-4.25;194
-4;194
-3.75;194
-3.5;194
-3.25;194
-3;194
-2.75;194
-2.5;194
-2.25;194
-2;194
-1.75;194
-1.5;194
-1.25;194
-1;194
-0.75;194
-0.5;194
-0.25;194
0;194
0.25;194
0.5;194
0.75;194
1;194
1.25;194
1.5;194
1.75;194
2;194
2.25;194
2.5;194
2.75;194
3;194
3.25;194
3.5;194
3.75;194
4;194
4.25;194
4.5;194
4.75;194
5;194
5.25;194
5.5;194
5.75;194
6;194
6.25;194
6.5;194
-6.5;195
-6.25;195
-6;195
-5.75;195
-5.5;195
-5.25;195
-5;195
-4.75;195
-4.5;195
-4.25;195
-4;195
-3.75;195
-3.5;195
-3.25;195
-3;195
-2.75;195
-2.5;195
-2.25;195
-2;195
-1.75;195
-1.5;195
-1.25;195
-1;195
-0.75;195
-0.5;195
-0.25;195
0;195
0.25;195
0.5;195
0.75;195
1;195
1.25;195
1.5;195
1.75;195
2;195
2.25;195
2.5;195
2.75;195
3;195
3.25;195
3.5;195
3.75;195
4;195
4.25;195
4.5;195
4.75;195
5;195
5.25;195
5.5;195
5.75;195
6;195
6.25;195
6.5;195
-6.5;196
-6.25;196
-6;196
-5.75;196
-5.5;196
-5.25;196
-5;196
-4.75;196
-4.5;196
-4.25;196
-4;196
-3.75;196
-3.5;196
-3.25;196
-3;196
-2.75;196
-2.5;196
-2.25;196
-2;196
-1.75;196
-1.5;196
-1.25;196
-1;196
-0.75;196
-0.5;196
-0.25;196
0;196
0.25;196
0.5;196
0.75;196
1;196
1.25;196
1.5;196
1.75;196
2;196
2.25;196
2.5;196
2.75;196
3;196
3.25;196
3.5;196
3.75;196
4;196
4.25;196
4.5;196
4.75;196
5;196
5.25;196
5.5;196
5.75;196
6;196
6.25;196
6.5;196
-6.5;197
-6.25;197
-6;197
-5.75;197
-5.5;197
-5.25;197
-5;197
-4.75;197
-4.5;197
-4.25;197
-4;197
-3.75;197
-3.5;197
-3.25;197
-3;197
-2.75;197
-2.5;197
-2.25;197
-2;197
-1.75;197
-1.5;197
-1.25;197
-1;197
-0.75;197
-0.5;197
-0.25;197
0;197
0.25;197
0.5;197
0.75;197
1;197
1.25;197
1.5;197
1.75;197
2;197
2.25;197
2.5;197
2.75;197
3;197
3.25;197
3.5;197
3.75;197
4;197
4.25;197
4.5;197
4.75;197
5;197
5.25;197
5.5;197
5.75;197
6;197
6.25;197
6.5;197
-6.5;198
-6.25;198
-6;198
-5.75;198
-5.5;198
-5.25;198
-5;198
-4.75;198
-4.5;198
-4.25;198
-4;198
-3.75;198
-3.5;198
-3.25;198
-3;198
-2.75;198
-2.5;198
-2.25;198
-2;198
-1.75;198
-1.5;198
-1.25;198
-1;198
-0.75;198
-0.5;198
-0.25;198
0;198
0.25;198
0.5;198
0.75;198
1;198
1.25;198
1.5;198
1.75;198
2;198
2.25;198
2.5;198
2.75;198
3;198
3.25;198
3.5;198
3.75;198
4;198
4.25;198
4.5;198
4.75;198
5;198
5.25;198
5.5;198
5.75;198
6;198
6.25;198
6.5;198
-6.5;199
-6.25;199
-6;199
-5.75;199
-5.5;199
-5.25;199
-5;199
-4.75;199
-4.5;199
-4.25;199
-4;199
-3.75;199
-3.5;199
-3.25;199
-3;199
-2.75;199
-2.5;199
-2.25;199
-2;199
-1.75;199
-1.5;199
-1.25;199
-1;199
-0.75;199
-0.5;199
-0.25;199
0;199
0.25;199
0.5;199
0.75;199
1;199
1.25;199
1.5;199
1.75;199
2;199
2.25;199
2.5;199
2.75;199
3;199
3.25;199
3.5;199
3.75;199
4;199
4.25;199
4.5;199
4.75;199
5;199
5.25;199
5.5;199
5.75;199
6;199
6.25;199
6.5;199
-6.5;200
-6.25;200
-6;200
-5.75;200
-5.5;200
-5.25;200
-5;200
-4.75;200
-4.5;200
-4.25;200
-4;200
-3.75;200
-3.5;200
-3.25;200
-3;200
-2.75;200
-2.5;200
-2.25;200
-2;200
-1.75;200
-1.5;200
-1.25;200
-1;200
-0.75;200
-0.5;200
-0.25;200
0;200
0.25;200
0.5;200
0.75;200
1;200
1.25;200
1.5;200
1.75;200
2;200
2.25;200
2.5;200
2.75;200
3;200
3.25;200
3.5;200
3.75;200
4;200
4.25;200
4.5;200
4.75;200
5;200
5.25;200
5.5;200
5.75;200
6;200
6.25;200
6.5;200
-6.5;201
-6.25;201
-6;201
-5.75;201
-5.5;201
-5.25;201
-5;201
-4.75;201
-4.5;201
-4.25;201
-4;201
-3.75;201
-3.5;201
-3.25;201
-3;201
-2.75;201
-2.5;201
-2.25;201
-2;201
-1.75;201
-1.5;201
-1.25;201
-1;201
-0.75;201
-0.5;201
-0.25;201
0;201
0.25;201
0.5;201
0.75;201
1;201
1.25;201
1.5;201
1.75;201
2;201
2.25;201
2.5;201
2.75;201
3;201
3.25;201
3.5;201
3.75;201
4;201
4.25;201
4.5;201
4.75;201
5;201
5.25;201
5.5;201
5.75;201
6;201
6.25;201
6.5;201
-6.5;202
-6.25;202
-6;202
-5.75;202
-5.5;202
-5.25;202
-5;202
-4.75;202
-4.5;202
-4.25;202
-4;202
-3.75;202
-3.5;202
-3.25;202
-3;202
-2.75;202
-2.5;202
-2.25;202
-2;202
-1.75;202
-1.5;202
-1.25;202
-1;202
-0.75;202
-0.5;202
-0.25;202
0;202
0.25;202
0.5;202
0.75;202
1;202
1.25;202
1.5;202
1.75;202
2;202
2.25;202
2.5;202
2.75;202
3;202
3.25;202
3.5;202
3.75;202
4;202
4.25;202
4.5;202
4.75;202
5;202
5.25;202
5.5;202
5.75;202
6;202
6.25;202
6.5;202
-6.5;203
-6.25;203
-6;203
-5.75;203
-5.5;203
-5.25;203
-5;203
-4.75;203
-4.5;203
-4.25;203
-4;203
-3.75;203
-3.5;203
-3.25;203
-3;203
-2.75;203
-2.5;203
-2.25;203
-2;203
-1.75;203
-1.5;203
-1.25;203
-1;203
-0.75;203
-0.5;203
-0.25;203
0;203
0.25;203
0.5;203
0.75;203
1;203
1.25;203
1.5;203
1.75;203
2;203
2.25;203
2.5;203
2.75;203
3;203
3.25;203
3.5;203
3.75;203
4;203
4.25;203
4.5;203
4.75;203
5;203
5.25;203
5.5;203
5.75;203
6;203
6.25;203
6.5;203
-6.5;204
-6.25;204
-6;204
-5.75;204
-5.5;204
-5.25;204
-5;204
-4.75;204
-4.5;204
-4.25;204
-4;204
-3.75;204
-3.5;204
-3.25;204
-3;204
-2.75;204
-2.5;204
-2.25;204
-2;204
-1.75;204
-1.5;204
-1.25;204
-1;204
-0.75;204
-0.5;204
-0.25;204
0;204
0.25;204
0.5;204
0.75;204
1;204
1.25;204
1.5;204
1.75;204
2;204
2.25;204
2.5;204
2.75;204
3;204
3.25;204
3.5;204
3.75;204
4;204
4.25;204
4.5;204
4.75;204
5;204
5.25;204
5.5;204
5.75;204
6;204
6.25;204
6.5;204
-6.5;205
-6.25;205
-6;205
-5.75;205
-5.5;205
-5.25;205
-5;205
-4.75;205
-4.5;205
-4.25;205
-4;205
-3.75;205
-3.5;205
-3.25;205
-3;205
-2.75;205
-2.5;205
-2.25;205
-2;205
-1.75;205
-1.5;205
-1.25;205
-1;205
-0.75;205
-0.5;205
-0.25;205
0;205
0.25;205
0.5;205
0.75;205
1;205
1.25;205
1.5;205
1.75;205
2;205
2.25;205
2.5;205
2.75;205
3;205
3.25;205
3.5;205
3.75;205
4;205
4.25;205
4.5;205
4.75;205
5;205
5.25;205
5.5;205
5.75;205
6;205
6.25;205
6.5;205
-6.5;206
-6.25;206
-6;206
-5.75;206
-5.5;206
-5.25;206
-5;206
-4.75;206
-4.5;206
-4.25;206
-4;206
-3.75;206
-3.5;206
-3.25;206
-3;206
-2.75;206
-2.5;206
-2.25;206
-2;206
-1.75;206
-1.5;206
-1.25;206
-1;206
-0.75;206
-0.5;206
-0.25;206
0;206
0.25;206
0.5;206
0.75;206
1;206
1.25;206
1.5;206
1.75;206
2;206
2.25;206
2.5;206
2.75;206
3;206
3.25;206
3.5;206
3.75;206
4;206
4.25;206
4.5;206
4.75;206
5;206
5.25;206
5.5;206
5.75;206
6;206
6.25;206
6.5;206
-6.5;207
-6.25;207
-6;207
-5.75;207
-5.5;207
-5.25;207
-5;207
-4.75;207
-4.5;207
-4.25;207
-4;207
-3.75;207
-3.5;207
-3.25;207
-3;207
-2.75;207
-2.5;207
-2.25;207
-2;207
-1.75;207
-1.5;207
-1.25;207
-1;207
-0.75;207
-0.5;207
-0.25;207
0;207
0.25;207
0.5;207
0.75;207
1;207
1.25;207
1.5;207
1.75;207
2;207
2.25;207
2.5;207
2.75;207
3;207
3.25;207
3.5;207
3.75;207
4;207
4.25;207
4.5;207
4.75;207
5;207
5.25;207
5.5;207
5.75;207
6;207
6.25;207
6.5;207
-6.5;208
-6.25;208
-6;208
-5.75;208
-5.5;208
-5.25;208
-5;208
-4.75;208
-4.5;208
-4.25;208
-4;208
-3.75;208
-3.5;208
-3.25;208
-3;208
-2.75;208
-2.5;208
-2.25;208
-2;208
-1.75;208
-1.5;208
-1.25;208
-1;208
-0.75;208
-0.5;208
-0.25;208
0;208
0.25;208
0.5;208
0.75;208
1;208
1.25;208
1.5;208
1.75;208
2;208
2.25;208
2.5;208
2.75;208
3;208
3.25;208
3.5;208
3.75;208
4;208
4.25;208
4.5;208
4.75;208
5;208
5.25;208
5.5;208
5.75;208
6;208
6.25;208
6.5;208
-6.5;209
-6.25;209
-6;209
-5.75;209
-5.5;209
-5.25;209
-5;209
-4.75;209
-4.5;209
-4.25;209
-4;209
-3.75;209
-3.5;209
-3.25;209
-3;209
-2.75;209
-2.5;209
-2.25;209
-2;209
-1.75;209
-1.5;209
-1.25;209
-1;209
-0.75;209
-0.5;209
-0.25;209
0;209
0.25;209
0.5;209
0.75;209
1;209
1.25;209
1.5;209
1.75;209
2;209
2.25;209
2.5;209
2.75;209
3;209
3.25;209
3.5;209
3.75;209
4;209
4.25;209
4.5;209
4.75;209
5;209
5.25;209
5.5;209
5.75;209
6;209
6.25;209
6.5;209
-6.5;210
-6.25;210
-6;210
-5.75;210
-5.5;210
-5.25;210
-5;210
-4.75;210
-4.5;210
-4.25;210
-4;210
-3.75;210
-3.5;210
-3.25;210
-3;210
-2.75;210
-2.5;210
-2.25;210
-2;210
-1.75;210
-1.5;210
-1.25;210
-1;210
-0.75;210
-0.5;210
-0.25;210
0;210
0.25;210
0.5;210
0.75;210
1;210
1.25;210
1.5;210
1.75;210
2;210
2.25;210
2.5;210
2.75;210
3;210
3.25;210
3.5;210
3.75;210
4;210
4.25;210
4.5;210
4.75;210
5;210
5.25;210
5.5;210
5.75;210
6;210
6.25;210
6.5;210
-6.5;211
-6.25;211
-6;211
-5.75;211
-5.5;211
-5.25;211
-5;211
-4.75;211
-4.5;211
-4.25;211
-4;211
-3.75;211
-3.5;211
-3.25;211
-3;211
-2.75;211
-2.5;211
-2.25;211
-2;211
-1.75;211
-1.5;211
-1.25;211
-1;211
-0.75;211
-0.5;211
-0.25;211
0;211
0.25;211
0.5;211
0.75;211
1;211
1.25;211
1.5;211
1.75;211
2;211
2.25;211
2.5;211
2.75;211
3;211
3.25;211
3.5;211
3.75;211
4;211
4.25;211
4.5;211
4.75;211
5;211
5.25;211
5.5;211
5.75;211
6;211
6.25;211
6.5;211
-6.5;212
-6.25;212
-6;212
-5.75;212
-5.5;212
-5.25;212
-5;212
-4.75;212
-4.5;212
-4.25;212
-4;212
-3.75;212
-3.5;212
-3.25;212
-3;212
-2.75;212
-2.5;212
-2.25;212
-2;212
-1.75;212
-1.5;212
-1.25;212
-1;212
-0.75;212
-0.5;212
-0.25;212
0;212
0.25;212
0.5;212
0.75;212
1;212
1.25;212
1.5;212
1.75;212
2;212
2.25;212
2.5;212
2.75;212
3;212
3.25;212
3.5;212
3.75;212
4;212
4.25;212
4.5;212
4.75;212
5;212
5.25;212
5.5;212
5.75;212
6;212
6.25;212
6.5;212
-6.5;213
-6.25;213
-6;213
-5.75;213
-5.5;213
-5.25;213
-5;213
-4.75;213
-4.5;213
-4.25;213
-4;213
-3.75;213
-3.5;213
-3.25;213
-3;213
-2.75;213
-2.5;213
-2.25;213
-2;213
-1.75;213
-1.5;213
-1.25;213
-1;213
-0.75;213
-0.5;213
-0.25;213
0;213
0.25;213
0.5;213
0.75;213
1;213
1.25;213
1.5;213
1.75;213
2;213
2.25;213
2.5;213
2.75;213
3;213
3.25;213
3.5;213
3.75;213
4;213
4.25;213
4.5;213
4.75;213
5;213
5.25;213
5.5;213
5.75;213
6;213
6.25;213
6.5;213
-6.5;214
-6.25;214
-6;214
-5.75;214
-5.5;214
-5.25;214
-5;214
-4.75;214
-4.5;214
-4.25;214
-4;214
-3.75;214
-3.5;214
-3.25;214
-3;214
-2.75;214
-2.5;214
-2.25;214
-2;214
-1.75;214
-1.5;214
-1.25;214
-1;214
-0.75;214
-0.5;214
-0.25;214
0;214
0.25;214
0.5;214
0.75;214
1;214
1.25;214
1.5;214
1.75;214
2;214
2.25;214
2.5;214
2.75;214
3;214
3.25;214
3.5;214
3.75;214
4;214
4.25;214
4.5;214
4.75;214
5;214
5.25;214
5.5;214
5.75;214
6;214
6.25;214
6.5;214
-6.5;215
-6.25;215
-6;215
-5.75;215
-5.5;215
-5.25;215
-5;215
-4.75;215
-4.5;215
-4.25;215
-4;215
-3.75;215
-3.5;215
-3.25;215
-3;215
-2.75;215
-2.5;215
-2.25;215
-2;215
-1.75;215
-1.5;215
-1.25;215
-1;215
-0.75;215
-0.5;215
-0.25;215
0;215
0.25;215
0.5;215
0.75;215
1;215
1.25;215
1.5;215
1.75;215
2;215
2.25;215
2.5;215
2.75;215
3;215
3.25;215
3.5;215
3.75;215
4;215
4.25;215
4.5;215
4.75;215
5;215
5.25;215
5.5;215
5.75;215
6;215
6.25;215
6.5;215
-6.5;216
-6.25;216
-6;216
-5.75;216
-5.5;216
-5.25;216
-5;216
-4.75;216
-4.5;216
-4.25;216
-4;216
-3.75;216
-3.5;216
-3.25;216
-3;216
-2.75;216
-2.5;216
-2.25;216
-2;216
-1.75;216
-1.5;216
-1.25;216
-1;216
-0.75;216
-0.5;216
-0.25;216
0;216
0.25;216
0.5;216
0.75;216
1;216
1.25;216
1.5;216
1.75;216
2;216
2.25;216
2.5;216
2.75;216
3;216
3.25;216
3.5;216
3.75;216
4;216
4.25;216
4.5;216
4.75;216
5;216
5.25;216
5.5;216
5.75;216
6;216
6.25;216
6.5;216
-6.5;217
-6.25;217
-6;217
-5.75;217
-5.5;217
-5.25;217
-5;217
-4.75;217
-4.5;217
-4.25;217
-4;217
-3.75;217
-3.5;217
-3.25;217
-3;217
-2.75;217
-2.5;217
-2.25;217
-2;217
-1.75;217
-1.5;217
-1.25;217
-1;217
-0.75;217
-0.5;217
-0.25;217
0;217
0.25;217
0.5;217
0.75;217
1;217
1.25;217
1.5;217
1.75;217
2;217
2.25;217
2.5;217
2.75;217
3;217
3.25;217
3.5;217
3.75;217
4;217
4.25;217
4.5;217
4.75;217
5;217
5.25;217
5.5;217
5.75;217
6;217
6.25;217
6.5;217
-6.5;218
-6.25;218
-6;218
-5.75;218
-5.5;218
-5.25;218
-5;218
-4.75;218
-4.5;218
-4.25;218
-4;218
-3.75;218
-3.5;218
-3.25;218
-3;218
-2.75;218
-2.5;218
-2.25;218
-2;218
-1.75;218
-1.5;218
-1.25;218
-1;218
-0.75;218
-0.5;218
-0.25;218
0;218
0.25;218
0.5;218
0.75;218
1;218
1.25;218
1.5;218
1.75;218
2;218
2.25;218
2.5;218
2.75;218
3;218
3.25;218
3.5;218
3.75;218
4;218
4.25;218
4.5;218
4.75;218
5;218
5.25;218
5.5;218
5.75;218
6;218
6.25;218
6.5;218
-6.5;219
-6.25;219
-6;219
-5.75;219
-5.5;219
-5.25;219
-5;219
-4.75;219
-4.5;219
-4.25;219
-4;219
-3.75;219
-3.5;219
-3.25;219
-3;219
-2.75;219
-2.5;219
-2.25;219
-2;219
-1.75;219
-1.5;219
-1.25;219
-1;219
-0.75;219
-0.5;219
-0.25;219
0;219
0.25;219
0.5;219
0.75;219
1;219
1.25;219
1.5;219
1.75;219
2;219
2.25;219
2.5;219
2.75;219
3;219
3.25;219
3.5;219
3.75;219
4;219
4.25;219
4.5;219
4.75;219
5;219
5.25;219
5.5;219
5.75;219
6;219
6.25;219
6.5;219
-6.5;220
-6.25;220
-6;220
-5.75;220
-5.5;220
-5.25;220
-5;220
-4.75;220
-4.5;220
-4.25;220
-4;220
-3.75;220
-3.5;220
-3.25;220
-3;220
-2.75;220
-2.5;220
-2.25;220
-2;220
-1.75;220
-1.5;220
-1.25;220
-1;220
-0.75;220
-0.5;220
-0.25;220
0;220
0.25;220
0.5;220
0.75;220
1;220
1.25;220
1.5;220
1.75;220
2;220
2.25;220
2.5;220
2.75;220
3;220
3.25;220
3.5;220
3.75;220
4;220
4.25;220
4.5;220
4.75;220
5;220
5.25;220
5.5;220
5.75;220
6;220
